match_no,,Player,Team,Opp_Team,,,,Role,,,Dream11_ Points
1,,MS Dhoni,CSK,MI,,,,WK,,,20
1,,Watson,CSK,MI,,,,BAT,,,17
1,,Rayudu,CSK,MI,,,,BAT,,,95
1,,Du Plesis,CSK,MI,,,,BAT,,,100
1,,Vijay,CSK,MI,,,,BAT,,,5
1,,Jadeja,CSK,MI,,,,ALL,,,62
1,,Sam Curran,CSK,MI,,,,ALL,,,68
1,,Piyush Chawla,CSK,MI,,,,BALL,,,31
1,,Deepak Chahar,CSK,MI,,,,BALL,,,54
1,,Ngidi,CSK,MI,,,,BALL,,,77
1,,Jadhav,CSK,MI,,,,BAT,,,4
1,,Rohit Sharma,MI,CSK,,,,BAT,,,18
1,,De Kock,MI,CSK,,,,WK,,,42
1,,S.Yadav,MI,CSK,,,,BAT,,,23
1,,Saurabh Tiwary,MI,CSK,,,,BAT,,,51
1,,Hardik Pandya,MI,CSK,,,,ALL,,,22
1,,Kieron Pollard,MI,CSK,,,,ALL,,,25
1,,Krunal Pandya,MI,CSK,,,,ALL,,,30
1,,Pattinson,MI,CSK,,,,BALL,,,50
1,,Rahul Chahar,MI,CSK,,,,BALL,,,37
1,,Boult,MI,CSK,,,,BALL,,,29
1,,Bumrah,MI,CSK,,,,BALL,,,30
2,,P.Shaw,DC,KXIP,,,,BAT,,,26
2,,Shikhar Dhawan,DC,KXIP,,,,BAT,,,2
2,,Hetmeyer,DC,KXIP,,,,BAT,,,16
2,,Shreyas Iyer,DC,KXIP,,,,BAT,,,57
2,,Rishabh Pant,DC,KXIP,,,,WK,,,47
2,,Marcus Stoinis,DC,KXIP,,,,ALL,,,126
2,,Axar Patel,DC,KXIP,,,,ALL,,,41
2,,Ashwin,DC,KXIP,,,,BALL,,,58
2,,Rabada,DC,KXIP,,,,BALL,,,62
2,,Nortje,DC,KXIP,,,,BALL,,,7
2,,Mohit Sharma,DC,KXIP,,,,BALL,,,23
2,,KL Rahul,KXIP,DC,,,,WK,,,49
2,,Mayank Agarwal,KXIP,DC,,,,BAT,,,124
2,,Karun Nair,KXIP,DC,,,,BAT,,,5
2,,Nicolas Pooran,KXIP,DC,,,,WK,,,8
2,,Glenn Maxwell,KXIP,DC,,,,ALL,,,5
2,,Sarfaraz Khan,KXIP,DC,,,,BAT,,,18
2,,Gowtham,KXIP,DC,,,,ALL,,,31
2,,Chris Jordan,KXIP,DC,,,,BALL,,,19
2,,Mohammed Shami,KXIP,DC,,,,BALL,,,93
2,,Sheldon Cottrell,KXIP,DC,,,,BALL,,,56
2,,Ravi Bishnoi,KXIP,DC,,,,BALL,,,31
3,,Aaron Finch,RCB,SRH,,,,BAT,,,38
3,,Devdutt Padikkal,RCB,SRH,,,,BAT,,,76
3,,Virat Kohli,RCB,SRH,,,,BAT,,,34
3,,AB de Villiers,RCB,SRH,,,,BAT,,,71
3,,Josh Phillipe,RCB,SRH,,,,WK,,,11
3,,Shivam Dube,RCB,SRH,,,,ALL,,,63
3,,Umesh Yadav,RCB,SRH,,,,BALL,,,16
3,,W Sundar,RCB,SRH,,,,ALL,,,4
3,,Navdeep Saini,RCB,SRH,,,,BALL,,,62
3,,Dale Steyn,RCB,SRH,,,,BALL,,,27
3,,Y Chahal,RCB,SRH,,,,BALL,,,83
3,,Warner,SRH,RCB,,,,BAT,,,11
3,,Bairstow,SRH,RCB,,,,WK,,,101
3,,Manish Pandey,SRH,RCB,,,,BAT,,,49
3,,Vijay Shankar,SRH,RCB,,,,ALL,,,27
3,,Mitchell Marsh,SRH,RCB,,,,ALL,,,2
3,,Priyam Garg,SRH,RCB,,,,BAT,,,17
3,,Abhishek Sharma,SRH,RCB,,,,BAT,,,37
3,,Rashid Khan,SRH,RCB,,,,BALL,,,19
3,,Bhuvaneshwar Kumar,SRH,RCB,,,,BALL,,,4
3,,Sandeep Sharma,SRH,RCB,,,,BALL,,,12
3,,Natarajan,SRH,RCB,,,,BALL,,,32
4,,Yashasvi Jaiswal,RR,CSK,,,,BAT,,,11
4,,Steve Smith,RR,CSK,,,,BAT,,,93
4,,Sanju Samson,RR,CSK,,,,WK,,,145
4,,David Miller,RR,CSK,,,,BAT,,,2
4,,Robin Uthappa,RR,CSK,,,,BAT,,,9
4,,Rahul Tewatia,RR,CSK,,,,ALL,,,88
4,,Riyag Parag,RR,CSK,,,,ALL,,,11
4,,Tom Curran,RR,CSK,,,,BALL,,,42
4,,Jofra Archer,RR,CSK,,,,BALL,,,64
4,,Shreyas Gopal,RR,CSK,,,,BALL,,,27
4,,Jaydev Unadkat,RR,CSK,,,,BALL,,,0
4,,MS Dhoni,CSK,RR,,,,WK,,,47
4,,Watson,CSK,RR,,,,BAT,,,46
4,,Rituraj Gaikwad,CSK,RR,,,,BAT,,,8
4,,Du Plesis,CSK,RR,,,,BAT,,,107
4,,Vijay,CSK,RR,,,,BAT,,,28
4,,Jadeja,CSK,RR,,,,ALL,,,3
4,,Sam Curran,CSK,RR,,,,ALL,,,101
4,,Piyush Chawla,CSK,RR,,,,BALL,,,23
4,,Deepak Chahar,CSK,RR,,,,BALL,,,45
4,,Ngidi,CSK,RR,,,,BALL,,,23
4,,Jadhav,CSK,RR,,,,BAT,,,43
5,,Rohit Sharma,MI,KKR,,,,BAT,,,107
5,,De Kock,MI,KKR,,,,WK,,,33
5,,S.Yadav,MI,KKR,,,,BAT,,,59
5,,Saurabh Tiwary,MI,KKR,,,,BAT,,,28
5,,Hardik Pandya,MI,KKR,,,,ALL,,,50
5,,Kieron Pollard,MI,KKR,,,,ALL,,,51
5,,Krunal Pandya,MI,KKR,,,,ALL,,,5
5,,Pattinson,MI,KKR,,,,BALL,,,54
5,,Rahul Chahar,MI,KKR,,,,BALL,,,54
5,,Boult,MI,KKR,,,,BALL,,,62
5,,Bumrah,MI,KKR,,,,BALL,,,54
5,,Sunil Narine,KKR,MI,,,,ALL,,,48
5,,Shubman Gill,KKR,MI,,,,BAT,,,10
5,,Nitish Rana,KKR,MI,,,,ALL,,,32
5,,Eoin Morgan,KKR,MI,,,,BAT,,,29
5,,Dinesh Karthik,KKR,MI,,,,WK,,,39
5,,Andre Russell,KKR,MI,,,,ALL,,,42
5,,Nikhil Naik,KKR,MI,,,,BAT,,,13
5,,Pat Cummins,KKR,MI,,,,BALL,,,56
5,,Kuldeep Yadav,KKR,MI,,,,BALL,,,3
5,,Sandeep Warrier,KKR,MI,,,,BALL,,,-2
5,,Shivam Mavi,KKR,MI,,,,BALL,,,72
6,,KL Rahul,KXIP,RCB,,,,WK,,,180
6,,Mayank Agarwal,KXIP,RCB,,,,BAT,,,42
6,,Nicolas Pooran,KXIP,RCB,,,,WK,,,22
6,,Glenn Maxwell,KXIP,RCB,,,,ALL,,,36
6,,Karun Nair,KXIP,RCB,,,,BAT,,,21
6,,Sarfaraz Khan,KXIP,RCB,,,,BAT,,,12
6,,James Neesham,KXIP,RCB,,,,ALL,,,4
6,,Murugan Ashwin,KXIP,RCB,,,,BALL,,,79
6,,Mohammed Shami,KXIP,RCB,,,,BALL,,,33
6,,Sheldon Cottrell,KXIP,RCB,,,,BALL,,,56
6,,Ravi Bishnoi,KXIP,RCB,,,,BALL,,,95
6,,Aaron Finch,RCB,KXIP,,,,BAT,,,35
6,,Devdutt Padikkal,RCB,KXIP,,,,BAT,,,5
6,,Virat Kohli,RCB,KXIP,,,,BAT,,,5
6,,AB de Villiers,RCB,KXIP,,,,BAT,,,46
6,,Josh Phillipe,RCB,KXIP,,,,WK,,,2
6,,Shivam Dube,RCB,KXIP,,,,ALL,,,64
6,,Umesh Yadav,RCB,KXIP,,,,BALL,,,-2
6,,W Sundar,RCB,KXIP,,,,ALL,,,38
6,,Navdeep Saini,RCB,KXIP,,,,BALL,,,9
6,,Dale Steyn,RCB,KXIP,,,,BALL,,,-1
6,,Y Chahal,RCB,KXIP,,,,BALL,,,30
7,,MS Dhoni,CSK,DC,,,,WK,,,41
7,,Watson,CSK,DC,,,,BAT,,,21
7,,Rituraj Gaikwad,CSK,DC,,,,BAT,,,5
7,,Du Plesis,CSK,DC,,,,BAT,,,51
7,,Vijay,CSK,DC,,,,BAT,,,13
7,,Jadeja,CSK,DC,,,,ALL,,,13
7,,Sam Curran,CSK,DC,,,,ALL,,,30
7,,Piyush Chawla,CSK,DC,,,,BALL,,,54
7,,Deepak Chahar,CSK,DC,,,,BALL,,,2
7,,Josh Hazlewood,CSK,DC,,,,BALL,,,4
7,,Jadhav,CSK,DC,,,,BAT,,,33
7,,P.Shaw,DC,CSK,,,,BAT,,,87
7,,Shikhar Dhawan,DC,CSK,,,,BAT,,,44
7,,Hetmeyer,DC,CSK,,,,BAT,,,12
7,,Shreyas Iyer,DC,CSK,,,,BAT,,,31
7,,Rishabh Pant,DC,CSK,,,,WK,,,68
7,,Marcus Stoinis,DC,CSK,,,,ALL,,,10
7,,Axar Patel,DC,CSK,,,,ALL,,,39
7,,Amit Mishra,DC,CSK,,,,BALL,,,14
7,,Rabada,DC,CSK,,,,BALL,,,87
7,,Nortje,DC,CSK,,,,BALL,,,56
7,,Avesh Khan,DC,CSK,,,,BALL,,,0
8,,Warner,SRH,KKR,,,,BAT,,,52
8,,Bairstow,SRH,KKR,,,,WK,,,5
8,,Manish Pandey,SRH,KKR,,,,BAT,,,70
8,,W Saha,SRH,KKR,,,,WK,,,45
8,,Mohammed Nabi,SRH,KKR,,,,ALL,,,19
8,,Priyam Garg,SRH,KKR,,,,BAT,,,4
8,,Abhishek Sharma,SRH,KKR,,,,BAT,,,6
8,,Rashid Khan,SRH,KKR,,,,BALL,,,29
8,,Bhuvaneshwar Kumar,SRH,KKR,,,,BALL,,,2
8,,Khaleel Ahmed,SRH,KKR,,,,BALL,,,27
8,,Natarajan,SRH,KKR,,,,BALL,,,27
8,,Sunil Narine,KKR,SRH,,,,ALL,,,2
8,,Shubman Gill,KKR,SRH,,,,BAT,,,91
8,,Nitish Rana,KKR,SRH,,,,ALL,,,36
8,,Eoin Morgan,KKR,SRH,,,,BAT,,,53
8,,Dinesh Karthik,KKR,SRH,,,,WK,,,8
8,,Andre Russell,KKR,SRH,,,,ALL,,,37
8,,Kamlesh Nagarkoti,KKR,SRH,,,,BALL,,,4
8,,Pat Cummins,KKR,SRH,,,,BALL,,,39
8,,Kuldeep Yadav,KKR,SRH,,,,BALL,,,4
8,,Varun Chakravarthy,KKR,SRH,,,,BALL,,,37
8,,Shivam Mavi,KKR,SRH,,,,BALL,,,4
9,,Jos Butler,RR,KXIP,,,,WK,,,8
9,,Steve Smith,RR,KXIP,,,,BAT,,,73
9,,Sanju Samson,RR,KXIP,,,,WK,,,123
9,,Robin Uthappa,RR,KXIP,,,,BAT,,,15
9,,Rahul Tewatia,RR,KXIP,,,,ALL,,,79
9,,Riyag Parag,RR,KXIP,,,,ALL,,,2
9,,Tom Curran,RR,KXIP,,,,BALL,,,30
9,,Jofra Archer,RR,KXIP,,,,BALL,,,15
9,,Shreyas Gopal,RR,KXIP,,,,BALL,,,8
9,,Jaydev Unadkat,RR,KXIP,,,,BALL,,,2
9,,Ankit Rajpoot,RR,KXIP,,,,BALL,,,27
9,,KL Rahul,KXIP,RR,,,,WK,,,98
9,,Mayank Agarwal,KXIP,RR,,,,BAT,,,158
9,,Nicolas Pooran,KXIP,RR,,,,WK,,,44
9,,Glenn Maxwell,KXIP,RR,,,,ALL,,,17
9,,Karun Nair,KXIP,RR,,,,BAT,,,4
9,,Sarfaraz Khan,KXIP,RR,,,,BAT,,,12
9,,James Neesham,KXIP,RR,,,,ALL,,,27
9,,Murugan Ashwin,KXIP,RR,,,,BALL,,,29
9,,Mohammed Shami,KXIP,RR,,,,BALL,,,81
9,,Sheldon Cottrell,KXIP,RR,,,,BALL,,,23
9,,Ravi Bishnoi,KXIP,RR,,,,BALL,,,4
10,,Devdutt Padikkal,RCB,MI,,,,BAT,,,83
10,,Aaron Finch,RCB,MI,,,,BAT,,,73
10,,Virat Kohli,RCB,MI,,,,BAT,,,1
10,,AB de Villiers,RCB,MI,,,,WK,,,87
10,,Shivam Dube,RCB,MI,,,,ALL,,,38
10,,W Sundar,RCB,MI,,,,ALL,,,35
10,,Isuru Udana,RCB,MI,,,,BALL,,,48
10,,Gurkeerat Singh,RCB,MI,,,,ALL,,,4
10,,Navdeep Saini,RCB,MI,,,,BALL,,,0
10,,Adam Zampa,RCB,MI,,,,BALL,,,23
10,,Y Chahal,RCB,MI,,,,BALL,,,23
10,,Rohit Sharma,MI,RCB,,,,BAT,,,22
10,,De Kock,MI,RCB,,,,WK,,,19
10,,S.Yadav,MI,RCB,,,,BAT,,,2
10,,Ishan Kishan,MI,RCB,,,,WK,,,131
10,,Hardik Pandya,MI,RCB,,,,ALL,,,21
10,,Kieron Pollard,MI,RCB,,,,ALL,,,101
10,,Krunal Pandya,MI,RCB,,,,ALL,,,4
10,,Pattinson,MI,RCB,,,,BALL,,,-2
10,,Rahul Chahar,MI,RCB,,,,BALL,,,29
10,,Boult,MI,RCB,,,,BALL,,,54
10,,Bumrah,MI,RCB,,,,BALL,,,0
11,,Warner,SRH,DC,,,,BAT,,,56
11,,Bairstow,SRH,DC,,,,WK,,,85
11,,Manish Pandey,SRH,DC,,,,BAT,,,15
11,,Kane Williamson,SRH,DC,,,,BAT,,,50
11,,Abdul Samad,SRH,DC,,,,BAT,,,27
11,,Abhishek Sharma,SRH,DC,,,,ALL,,,5
11,,Priyam Garg,SRH,DC,,,,BAT,,,12
11,,Rashid Khan,SRH,DC,,,,BALL,,,85
11,,Bhuvaneshwar Kumar,SRH,DC,,,,BALL,,,54
11,,Natarajan,SRH,DC,,,,BALL,,,29
11,,Khaleel Ahmed,SRH,DC,,,,BALL,,,25
11,,P.Shaw,DC,SRH,,,,BAT,,,6
11,,Shikhar Dhawan,DC,SRH,,,,BAT,,,42
11,,Hetmeyer,DC,SRH,,,,BAT,,,29
11,,Shreyas Iyer,DC,SRH,,,,BAT,,,23
11,,Rishabh Pant,DC,SRH,,,,WK,,,45
11,,Marcus Stoinis,DC,SRH,,,,ALL,,,16
11,,Axar Patel,DC,SRH,,,,ALL,,,17
11,,Amit Mishra,DC,SRH,,,,BALL,,,54
11,,Rabada,DC,SRH,,,,BALL,,,82
11,,Nortje,DC,SRH,,,,BALL,,,13
11,,Ishant Sharma,DC,SRH,,,,BALL,,,4
12,,Jos Butler,RR,KKR,,,,WK,,,38
12,,Steve Smith,RR,KKR,,,,BAT,,,7
12,,Sanju Samson,RR,KKR,,,,WK,,,21
12,,Robin Uthappa,RR,KKR,,,,BAT,,,6
12,,Rahul Tewatia,RR,KKR,,,,ALL,,,45
12,,Riyag Parag,RR,KKR,,,,ALL,,,13
12,,Tom Curran,RR,KKR,,,,BALL,,,97
12,,Jofra Archer,RR,KKR,,,,BALL,,,74
12,,Shreyas Gopal,RR,KKR,,,,BALL,,,5
12,,Jaydev Unadkat,RR,KKR,,,,BALL,,,46
12,,Ankit Rajpoot,RR,KKR,,,,BALL,,,36
12,,Sunil Narine,KKR,RR,,,,ALL,,,54
12,,Shubman Gill,KKR,RR,,,,BAT,,,66
12,,Nitish Rana,KKR,RR,,,,ALL,,,30
12,,Eoin Morgan,KKR,RR,,,,BAT,,,43
12,,Dinesh Karthik,KKR,RR,,,,WK,,,21
12,,Andre Russell,KKR,RR,,,,ALL,,,34
12,,Kamlesh Nagarkoti,KKR,RR,,,,BALL,,,79
12,,Pat Cummins,KKR,RR,,,,BALL,,,46
12,,Kuldeep Yadav,KKR,RR,,,,BALL,,,29
12,,Varun Chakravarthy,KKR,RR,,,,BALL,,,62
12,,Shivam Mavi,KKR,RR,,,,BALL,,,64
13,,Rohit Sharma,MI,KXIP,,,,BAT,,,96
13,,De Kock,MI,KXIP,,,,WK,,,10
13,,S.Yadav,MI,KXIP,,,,BAT,,,32
13,,Ishan Kishan,MI,KXIP,,,,WK,,,35
13,,Hardik Pandya,MI,KXIP,,,,ALL,,,41
13,,Kieron Pollard,MI,KXIP,,,,ALL,,,62
13,,Krunal Pandya,MI,KXIP,,,,ALL,,,29
13,,Pattinson,MI,KXIP,,,,BALL,,,54
13,,Rahul Chahar,MI,KXIP,,,,BALL,,,54
13,,Boult,MI,KXIP,,,,BALL,,,33
13,,Bumrah,MI,KXIP,,,,BALL,,,58
13,,KL Rahul,KXIP,MI,,,,WK,,,22
13,,Mayank Agarwal,KXIP,MI,,,,BAT,,,32
13,,Nicolas Pooran,KXIP,MI,,,,WK,,,55
13,,Glenn Maxwell,KXIP,MI,,,,ALL,,,13
13,,Karun Nair,KXIP,MI,,,,BAT,,,10
13,,Sarfaraz Khan,KXIP,MI,,,,BAT,,,12
13,,James Neesham,KXIP,MI,,,,ALL,,,13
13,,Gowtham,KXIP,MI,,,,BALL,,,49
13,,Mohammed Shami,KXIP,MI,,,,BALL,,,41
13,,Sheldon Cottrell,KXIP,MI,,,,BALL,,,39
13,,Ravi Bishnoi,KXIP,MI,,,,BALL,,,3
14,,Warner,SRH,CSK,,,,BAT,,,43
14,,Bairstow,SRH,CSK,,,,WK,,,8
14,,Manish Pandey,SRH,CSK,,,,BAT,,,38
14,,Kane Williamson,SRH,CSK,,,,BAT,,,12
14,,Abdul Samad,SRH,CSK,,,,ALL,,,41
14,,Abhishek Sharma,SRH,CSK,,,,ALL,,,41
14,,Priyam Garg,SRH,CSK,,,,BAT,,,77
14,,Rashid Khan,SRH,CSK,,,,BALL,,,10
14,,Bhuvaneshwar Kumar,SRH,CSK,,,,BALL,,,29
14,,Natarajan,SRH,CSK,,,,BALL,,,50
14,,Khaleel Ahmed,SRH,CSK,,,,BALL,,,4
14,,Watson,CSK,SRH,,,,BAT,,,5
14,,Rayudu,CSK,SRH,,,,BAT,,,19
14,,Du Plesis,CSK,SRH,,,,BAT,,,38
14,,MS Dhoni,CSK,SRH,,,,WK,,,71
14,,Jadeja,CSK,SRH,,,,ALL,,,71
14,,Sam Curran,CSK,SRH,,,,ALL,,,25
14,,Piyush Chawla,CSK,SRH,,,,BALL,,,29
14,,Deepak Chahar,CSK,SRH,,,,BALL,,,54
14,,Jadhav,CSK,SRH,,,,BAT,,,1
14,,D Bravo,CSK,SRH,,,,ALL,,,4
14,,S Thakur,CSK,SRH,,,,BALL,,,29
15,,Devdutt Padikkal,RCB,RR,,,,BAT,,,99
15,,Aaron Finch,RCB,RR,,,,BAT,,,22
15,,Virat Kohli,RCB,RR,,,,BAT,,,95
15,,AB de Villiers,RCB,RR,,,,WK,,,17
15,,Shivam Dube,RCB,RR,,,,ALL,,,4
15,,W Sundar,RCB,RR,,,,ALL,,,6
15,,Isuru Udana,RCB,RR,,,,BALL,,,58
15,,Gurkeerat Singh,RCB,RR,,,,ALL,,,4
15,,Navdeep Saini,RCB,RR,,,,BALL,,,35
15,,Adam Zampa,RCB,RR,,,,BALL,,,2
15,,Y Chahal,RCB,RR,,,,BALL,,,89
15,,Jos Butler,RR,RCB,,,,WK,,,31
15,,Steve Smith,RR,RCB,,,,BAT,,,10
15,,Sanju Samson,RR,RCB,,,,WK,,,9
15,,Robin Uthappa,RR,RCB,,,,BAT,,,22
15,,Rahul Tewatia,RR,RCB,,,,ALL,,,34
15,,Riyag Parag,RR,RCB,,,,ALL,,,21
15,,Tom Curran,RR,RCB,,,,BALL,,,-2
15,,Jofra Archer,RR,RCB,,,,BALL,,,52
15,,Shreyas Gopal,RR,RCB,,,,BALL,,,29
15,,Jaydev Unadkat,RR,RCB,,,,BALL,,,0
15,,Mahipal Lomror,RR,RCB,,,,ALL,,,58
16,,P.Shaw,DC,KKR,,,,BAT,,,90
16,,Shikhar Dhawan,DC,KKR,,,,BAT,,,44
16,,Hetmeyer,DC,KKR,,,,BAT,,,21
16,,Shreyas Iyer,DC,KKR,,,,BAT,,,119
16,,Rishabh Pant,DC,KKR,,,,WK,,,57
16,,Marcus Stoinis,DC,KKR,,,,ALL,,,24
16,,Ashwin,DC,KKR,,,,BALL,,,-2
16,,Amit Mishra,DC,KKR,,,,BALL,,,29
16,,Rabada,DC,KKR,,,,BALL,,,23
16,,Nortje,DC,KKR,,,,BALL,,,87
16,,H Patel,DC,KKR,,,,BALL,,,62
16,,Sunil Narine,KKR,DC,,,,ALL,,,1
16,,Shubman Gill,KKR,DC,,,,BAT,,,44
16,,Nitish Rana,KKR,DC,,,,ALL,,,82
16,,Eoin Morgan,KKR,DC,,,,BAT,,,67
16,,Dinesh Karthik,KKR,DC,,,,WK,,,10
16,,Andre Russell,KKR,DC,,,,ALL,,,70
16,,Kamlesh Nagarkoti,KKR,DC,,,,BALL,,,26
16,,Pat Cummins,KKR,DC,,,,BALL,,,4
16,,Rahul Tripathi,KKR,DC,,,,BAT,,,49
16,,Varun Chakravarthy,KKR,DC,,,,BALL,,,31
16,,Shivam Mavi,KKR,DC,,,,BALL,,,7
17,,Rohit Sharma,MI,SRH,,,,BAT,,,20
17,,De Kock,MI,SRH,,,,WK,,,99
17,,S.Yadav,MI,SRH,,,,BAT,,,37
17,,Ishan Kishan,MI,SRH,,,,WK,,,48
17,,Hardik Pandya,MI,SRH,,,,ALL,,,46
17,,Kieron Pollard,MI,SRH,,,,ALL,,,43
17,,Krunal Pandya,MI,SRH,,,,ALL,,,55
17,,Pattinson,MI,SRH,,,,BALL,,,54
17,,Rahul Chahar,MI,SRH,,,,BALL,,,12
17,,Boult,MI,SRH,,,,BALL,,,54
17,,Bumrah,MI,SRH,,,,BALL,,,50
17,,Warner,SRH,MI,,,,BAT,,,81
17,,Bairstow,SRH,MI,,,,WK,,,43
17,,Manish Pandey,SRH,MI,,,,BAT,,,48
17,,Kane Williamson,SRH,MI,,,,BAT,,,1
17,,Abdul Samad,SRH,MI,,,,ALL,,,23
17,,Abhishek Sharma,SRH,MI,,,,ALL,,,14
17,,Priyam Garg,SRH,MI,,,,BAT,,,12
17,,Rashid Khan,SRH,MI,,,,BALL,,,42
17,,Siddarth Kaul,SRH,MI,,,,BALL,,,48
17,,Natarajan,SRH,MI,,,,BALL,,,12
17,,Sandeep Sharma,SRH,MI,,,,BALL,,,50
18,,KL Rahul,KXIP,CSK,,,,WK,,,84
18,,Mayank Agarwal,KXIP,CSK,,,,BAT,,,33
18,,Nicolas Pooran,KXIP,CSK,,,,WK,,,44
18,,Glenn Maxwell,KXIP,CSK,,,,ALL,,,16
18,,Mandeep Singh,KXIP,CSK,,,,BAT,,,35
18,,Sarfaraz Khan,KXIP,CSK,,,,BAT,,,20
18,,Chris Jordan,KXIP,CSK,,,,ALL,,,-2
18,,H Brar,KXIP,CSK,,,,BALL,,,0
18,,Mohammed Shami,KXIP,CSK,,,,BALL,,,2
18,,Sheldon Cottrell,KXIP,CSK,,,,BALL,,,2
18,,Ravi Bishnoi,KXIP,CSK,,,,BALL,,,4
18,,Watson,CSK,KXIP,,,,BAT,,,112
18,,Rayudu,CSK,KXIP,,,,BAT,,,12
18,,Du Plesis,CSK,KXIP,,,,BAT,,,112
18,,MS Dhoni,CSK,KXIP,,,,WK,,,12
18,,Jadeja,CSK,KXIP,,,,ALL,,,37
18,,Sam Curran,CSK,KXIP,,,,ALL,,,8
18,,Piyush Chawla,CSK,KXIP,,,,BALL,,,25
18,,Deepak Chahar,CSK,KXIP,,,,BALL,,,6
18,,Jadhav,CSK,KXIP,,,,BAT,,,4
18,,D Bravo,CSK,KXIP,,,,ALL,,,2
18,,S Thakur,CSK,KXIP,,,,BALL,,,52
19,,P.Shaw,DC,RCB,,,,BAT,,,55
19,,Shikhar Dhawan,DC,RCB,,,,BAT,,,47
19,,Hetmeyer,DC,RCB,,,,BAT,,,25
19,,Shreyas Iyer,DC,RCB,,,,BAT,,,24
19,,Rishabh Pant,DC,RCB,,,,WK,,,64
19,,Marcus Stoinis,DC,RCB,,,,ALL,,,83
19,,Ashwin,DC,RCB,,,,BALL,,,37
19,,Axar Patel,DC,RCB,,,,ALL,,,58
19,,Rabada,DC,RCB,,,,BALL,,,114
19,,Nortje,DC,RCB,,,,BALL,,,56
19,,H Patel,DC,RCB,,,,BALL,,,0
19,,Devdutt Padikkal,RCB,DC,,,,BAT,,,16
19,,Aaron Finch,RCB,DC,,,,BAT,,,18
19,,Virat Kohli,RCB,DC,,,,BAT,,,51
19,,AB de Villiers,RCB,DC,,,,WK,,,23
19,,Shivam Dube,RCB,DC,,,,ALL,,,17
19,,W Sundar,RCB,DC,,,,ALL,,,26
19,,Isuru Udana,RCB,DC,,,,BALL,,,28
19,,Moeen Ali,RCB,DC,,,,ALL,,,45
19,,Navdeep Saini,RCB,DC,,,,BALL,,,11
19,,Mohammed Siraj,RCB,DC,,,,BALL,,,60
19,,Y Chahal,RCB,DC,,,,BALL,,,2
20,,Rohit Sharma,MI,RR,,,,BAT,,,63
20,,De Kock,MI,RR,,,,WK,,,56
20,,S.Yadav,MI,RR,,,,BAT,,,106
20,,Ishan Kishan,MI,RR,,,,WK,,,2
20,,Hardik Pandya,MI,RR,,,,ALL,,,46
20,,Kieron Pollard,MI,RR,,,,ALL,,,39
20,,Krunal Pandya,MI,RR,,,,ALL,,,14
20,,Pattinson,MI,RR,,,,BALL,,,56
20,,Rahul Chahar,MI,RR,,,,BALL,,,29
20,,Boult,MI,RR,,,,BALL,,,54
20,,Bumrah,MI,RR,,,,BALL,,,114
20,,Jos Butler,RR,MI,,,,WK,,,104
20,,Steve Smith,RR,MI,,,,BAT,,,11
20,,Sanju Samson,RR,MI,,,,WK,,,10
20,,Yashasvi Jaiswal,RR,MI,,,,BAT,,,2
20,,Rahul Tewatia,RR,MI,,,,ALL,,,18
20,,Mahipal Lomror,RR,MI,,,,ALL,,,16
20,,Tom Curran,RR,MI,,,,BALL,,,16
20,,Jofra Archer,RR,MI,,,,BALL,,,58
20,,Shreyas Gopal,RR,MI,,,,BALL,,,63
20,,K Tyagi,RR,MI,,,,BALL,,,27
20,,Ankit Rajpoot,RR,MI,,,,BALL,,,0
21,,Sunil Narine,KKR,CSK,,,,ALL,,,49
21,,Rahul Tripathi,KKR,CSK,,,,BAT,,,107
21,,Shubman Gill,KKR,CSK,,,,BAT,,,24
21,,Nitish Rana,KKR,CSK,,,,ALL,,,14
21,,Eoin Morgan,KKR,CSK,,,,BAT,,,18
21,,Dinesh Karthik,KKR,CSK,,,,WK,,,25
21,,Andre Russell,KKR,CSK,,,,ALL,,,29
21,,Kamlesh Nagarkoti,KKR,CSK,,,,BALL,,,29
21,,Pat Cummins,KKR,CSK,,,,BALL,,,24
21,,Varun Chakravarthy,KKR,CSK,,,,BALL,,,30
21,,Shivam Mavi,KKR,CSK,,,,BALL,,,25
21,,Watson,CSK,KKR,,,,BAT,,,78
21,,Rayudu,CSK,KKR,,,,BAT,,,37
21,,Du Plesis,CSK,KKR,,,,BAT,,,40
21,,MS Dhoni,CSK,KKR,,,,WK,,,54
21,,Jadeja,CSK,KKR,,,,ALL,,,44
21,,Sam Curran,CSK,KKR,,,,ALL,,,74
21,,Karn Sharma,CSK,KKR,,,,BALL,,,54
21,,Deepak Chahar,CSK,KKR,,,,BALL,,,-2
21,,Jadhav,CSK,KKR,,,,BAT,,,8
21,,D Bravo,CSK,KKR,,,,ALL,,,77
21,,S Thakur,CSK,KKR,,,,BALL,,,62
22,,Warner,SRH,KXIP,,,,BAT,,,85
22,,Bairstow,SRH,KXIP,,,,WK,,,136
22,,Manish Pandey,SRH,KXIP,,,,BAT,,,5
22,,Kane Williamson,SRH,KXIP,,,,BAT,,,35
22,,Abdul Samad,SRH,KXIP,,,,ALL,,,13
22,,Abhishek Sharma,SRH,KXIP,,,,ALL,,,44
22,,Priyam Garg,SRH,KXIP,,,,BAT,,,22
22,,Rashid Khan,SRH,KXIP,,,,BALL,,,93
22,,Khaleel Ahmed,SRH,KXIP,,,,BALL,,,60
